987,1
261,1
608,1
699,2
668,2
82,2
608,3
519,3
251,3
867,3
62,4
413,4
259,4
751,4
735,4
928,5
311,5
53,5
834,5
625,5
295,5
31,5
53,6
124,6
885,6
495,6
725,6
314,7
438,7
274,7
801,7
57,7
946,8
140,8
636,8
964,8
325,8
704,9
252,9
301,9
87,9
925,9
772,10
189,10
380,10
23,10
757,11
855,11
63,11
377,11
383,12
862,12
874,12
409,12
158,12
760,12
496,13
147,13
870,13
436,13
921,13
127,13
710,14
471,14
989,14
788,14
148,15
154,15
902,15
490,15
597,16
985,16
166,16
619,16
815,16
49,16
418,16
54,17
739,17
979,17
351,18
85,18
473,18
311,18
667,18
111,18
442,19
647,19
878,19
919,19
252,19
18,20
202,20
290,20
632,20
883,20
239,20
740,21
804,21
874,21
636,21
288,21
387,21
287,22
818,22
94,22
869,23
865,23
369,23
20,23
366,23
243,23
908,23
682,24
417,24
761,24
73,24
648,24
313,25
247,25
436,25
544,25
646,25
281,25
115,26
853,26
683,26
751,26
991,26
978,26
706,26
844,27
676,27
982,27
3,28
675,28
33,28
650,28
227,28
223,28
826,29
528,29
556,29
126,29
886,30
151,30
574,30
206,30
298,31
533,31
474,31
963,32
761,32
533,32
306,32
670,33
856,33
705,33
9,33
263,34
290,34
848,34
518,34
425,34
866,34
898,35
26,35
840,35
532,35
82,35
536,35
934,35
338,36
102,36
533,36
362,36
288,36
851,37
255,37
296,37
695,37
978,37
341,37
297,38
37,38
700,38
683,39
7,39
61,39
129,39
592,39
20,39
664,40
236,40
257,40
613,40
985,41
862,41
499,41
649,42
183,42
706,42
817,42
756,42
445,42
160,42
860,43
176,43
623,43
510,43
430,43
45,44
988,44
155,44
565,44
258,44
66,45
855,45
410,45
523,45
74,45
522,46
123,46
233,46
311,46
114,46
865,47
465,47
283,47
837,48
855,48
815,48
946,48
937,48
602,49
349,49
716,49
146,49
939,49
590,49
531,50
477,50
759,50
910,50
423,50
796,50
621,51
15,51
461,51
579,51
932,51
286,51
920,52
384,52
654,52
995,52
140,53
92,53
218,53
810,54
588,54
110,54
801,55
440,55
60,55
989,55
734,56
619,56
708,56
967,56
273,57
276,57
971,57
89,57
906,57
619,57
33,57
791,58
704,58
518,58
42,58
105,59
850,59
520,59
348,59
2,59
604,59
970,60
356,60
273,60
53,60
297,61
732,61
658,61
223,61
225,61
141,62
475,62
56,62
287,62
659,63
82,63
803,63
389,63
672,63
677,64
946,64
56,64
824,64
141,64
156,64
207,65
549,65
222,65
593,65
244,66
465,66
907,66
692,67
441,67
161,67
330,67
991,67
980,68
814,68
431,68
779,68
134,68
760,68
873,68
423,69
422,69
539,69
85,70
720,70
409,70
893,70
593,70
729,71
911,71
677,71
591,72
664,72
162,72
390,72
99,72
35,72
593,73
982,73
187,73
730,74
723,74
777,74
527,74
819,75
621,75
583,75
508,75
634,76
981,76
867,76
753,76
605,76
979,77
86,77
951,77
538,77
508,77
462,78
345,78
537,78
678,78
157,79
932,79
510,79
6,79
681,79
252,80
471,80
448,80
865,81
77,81
874,81
341,81
266,81
910,82
509,82
782,82
145,82
940,83
808,83
505,83
980,83
856,83
611,83
987,83
913,84
40,84
871,84
635,85
280,85
349,85
708,85
880,86
370,86
14,86
350,86
916,86
314,86
387,87
871,87
869,87
841,87
928,87
982,87
376,87
195,88
947,88
59,88
35,88
751,88
864,88
253,88
785,89
391,89
73,89
444,90
974,90
994,90
197,91
939,91
857,91
902,92
666,92
745,92
587,92
430,93
996,93
149,93
711,93
815,93
845,94
364,94
824,94
313,94
664,95
123,95
307,95
129,95
940,95
357,96
561,96
395,96
947,96
819,96
149,96
75,97
14,97
945,97
618,97
445,97
226,97
915,98
134,98
513,98
266,98
267,98
693,98
848,99
554,99
406,99
721,100
385,100
56,100
766,100
154,100
712,100
281,100
533,101
912,101
731,101
481,101
654,101
108,101
30,101
527,102
373,102
771,102
225,102
717,103
156,103
243,103
562,103
423,103
653,103
343,103
868,104
886,104
652,104
17,104
462,104
216,105
561,105
685,105
89,105
17,105
334,106
382,106
421,106
830,106
947,106
875,107
669,107
939,107
738,107
131,107
663,107
198,107
454,108
260,108
842,108
62,108
331,108
595,108
111,109
166,109
61,109
100,109
364,109
127,110
771,110
444,110
730,110
870,110
295,110
232,110
199,111
248,111
593,111
243,112
657,112
126,112
595,112
21,112
669,113
743,113
429,113
579,113
766,113
814,114
884,114
892,114
763,114
318,114
573,115
245,115
333,115
391,115
358,115
923,115
71,115
170,116
906,116
945,116
807,116
762,116
967,117
655,117
481,117
6,117
83,117
431,118
221,118
439,118
666,118
784,118
102,119
576,119
483,119
154,119
670,120
156,120
422,120
970,120
726,120
230,120
119,120
59,121
642,121
709,121
127,121
922,121
386,121
204,121
690,122
488,122
284,122
139,122
452,122
518,123
491,123
166,123
906,123
333,123
120,123
924,123
246,124
518,124
291,124
633,124
128,125
953,125
465,125
454,126
37,126
740,126
394,126
359,126
275,126
338,126
27,127
824,127
487,127
968,127
820,127
411,127
947,128
790,128
245,128
578,128
901,128
922,128
314,128
623,129
305,129
701,129
65,129
159,129
863,129
904,130
101,130
493,130
612,130
976,130
573,131
635,131
844,131
559,132
551,132
96,132
62,132
318,132
254,132
635,133
171,133
277,133
435,134
372,134
898,134
74,135
137,135
959,135
337,135
841,135
10,136
771,136
747,136
895,137
776,137
428,137
165,137
998,137
138,137
468,138
365,138
423,138
399,138
868,139
878,139
216,139
238,139
723,139
900,139
584,140
932,140
503,140
81,140
810,140
795,140
940,141
963,141
315,141
917,141
691,142
111,142
67,142
667,142
243,142
209,142
871,142
30,143
930,143
821,143
986,143
123,143
713,143
974,144
563,144
250,144
160,144
44,144
170,144
91,145
798,145
684,145
848,145
325,145
694,145
532,145
538,146
720,146
110,146
397,146
102,146
369,146
17,146
32,147
352,147
484,147
508,147
228,147
949,147
729,148
460,148
788,148
357,148
127,149
166,149
717,149
227,149
439,149
652,150
92,150
174,150
747,150
839,150
342,151
885,151
45,151
398,151
894,151
935,151
969,152
756,152
764,152
241,152
296,152
199,152
739,153
394,153
577,153
799,153
197,153
489,153
982,154
692,154
492,154
145,154
950,154
597,155
397,155
207,155
4,155
615,155
645,155
468,156
593,156
697,156
533,156
196,156
179,156
781,157
823,157
175,157
634,157
256,158
196,158
455,158
983,159
639,159
721,159
645,160
799,160
678,160
309,160
733,160
487,160
230,161
372,161
579,161
902,161
134,161
966,161
802,162
939,162
618,162
358,162
753,162
757,163
193,163
658,163
132,163
840,163
497,163
314,164
641,164
987,164
935,164
483,164
121,164
931,165
733,165
229,165
669,165
892,166
312,166
392,166
135,166
402,166
685,166
211,166
625,167
464,167
382,167
290,167
951,167
723,167
69,168
585,168
205,168
981,168
749,168
326,168
169,168
646,169
52,169
840,169
257,169
957,169
556,169
233,169
232,170
902,170
290,170
959,171
960,171
492,171
125,171
25,171
574,171
990,171
367,172
709,172
668,172
423,172
33,172
535,172
725,172
568,173
841,173
623,173
797,173
848,174
177,174
793,174
131,174
468,174
22,174
670,175
558,175
240,175
703,175
692,175
696,175
659,175
265,176
525,176
733,176
679,176
863,176
955,176
985,177
101,177
95,177
870,178
866,178
871,178
144,178
82,178
54,178
382,178
167,179
88,179
519,179
445,179
561,180
400,180
839,180
434,181
285,181
72,181
911,181
976,181
805,181
798,181
411,182
683,182
631,182
296,182
597,182
261,182
189,183
686,183
778,183
720,184
447,184
692,184
623,184
578,184
32,184
783,185
795,185
72,185
327,185
54,185
386,186
580,186
686,186
893,186
634,186
826,186
565,186
896,187
773,187
992,187
526,187
168,187
690,188
151,188
93,188
319,189
288,189
581,189
731,189
167,189
734,189
31,189
861,190
485,190
590,190
831,191
184,191
147,191
818,191
780,191
372,191
116,191
